,Unnamed: 0,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,canceled_rate,total_stay,IsCanceled
40512,40512,City Hotel,0,25,2015,July,31,27,1,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-07-29,0.47719612611459533,2,0
40513,40513,City Hotel,0,25,2015,July,31,27,1,1,3,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,1,No Deposit,1.0,0.0,0,Transient-Party,84.0,0,0,Check-Out,2015-07-29,0.47719612611459533,2,0
40517,40517,City Hotel,0,25,2015,July,31,27,1,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-07-29,0.47719612611459533,2,0
40518,40518,City Hotel,0,25,2015,July,31,27,1,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-07-29,0.47719612611459533,2,0
40519,40519,City Hotel,0,25,2015,July,31,27,1,1,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,60.0,0,0,Check-Out,2015-07-29,0.47719612611459533,2,0
40607,40608,City Hotel,0,28,2015,August,32,3,1,3,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-07,0.47719612611459533,4,0
40609,40610,City Hotel,0,28,2015,August,32,3,1,3,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-07,0.47719612611459533,4,0
40611,40612,City Hotel,0,28,2015,August,32,3,1,3,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-07,0.47719612611459533,4,0
40615,40616,City Hotel,0,28,2015,August,32,3,1,3,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-07,0.47719612611459533,4,0
40619,40620,City Hotel,0,28,2015,August,32,3,1,3,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-07,0.47719612611459533,4,0
40620,40621,City Hotel,0,28,2015,August,32,3,1,3,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient,62.0,0,0,Check-Out,2015-08-07,0.47719612611459533,4,0
40622,40623,City Hotel,0,28,2015,August,32,3,1,3,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-07,0.47719612611459533,4,0
40626,40627,City Hotel,0,3,2015,August,32,3,1,3,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,60.0,0,0,Check-Out,2015-08-07,0.47719612611459533,4,0
40627,40628,City Hotel,0,28,2015,August,32,3,1,3,3,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,1,No Deposit,1.0,0.0,0,Transient-Party,84.0,0,0,Check-Out,2015-08-07,0.47719612611459533,4,0
40629,40630,City Hotel,0,28,2015,August,32,3,1,3,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-07,0.47719612611459533,4,0
40630,40631,City Hotel,0,28,2015,August,32,3,1,3,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-07,0.47719612611459533,4,0
40637,40638,City Hotel,0,28,2015,August,32,3,1,3,3,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,1,No Deposit,1.0,0.0,0,Transient-Party,84.0,0,0,Check-Out,2015-08-07,0.47719612611459533,4,0
40647,40648,City Hotel,0,34,2015,August,32,5,0,2,3,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,1,No Deposit,1.0,0.0,0,Transient,84.0,0,0,Check-Out,2015-08-07,0.47719612611459533,2,0
40650,40651,City Hotel,0,34,2015,August,32,5,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-07,0.47719612611459533,2,0
40660,40661,City Hotel,0,34,2015,August,32,5,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-07,0.47719612611459533,2,0
40667,40669,City Hotel,0,34,2015,August,32,5,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-07,0.47719612611459533,2,0
40670,40672,City Hotel,0,34,2015,August,32,5,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-07,0.47719612611459533,2,0
40673,40675,City Hotel,0,34,2015,August,32,5,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient,62.0,0,0,Check-Out,2015-08-07,0.47719612611459533,2,0
40674,40676,City Hotel,0,34,2015,August,32,5,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-07,0.47719612611459533,2,0
40684,40687,City Hotel,0,34,2015,August,32,5,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-07,0.47719612611459533,2,0
40685,40688,City Hotel,0,34,2015,August,32,5,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-07,0.47719612611459533,2,0
40707,40710,City Hotel,0,0,2015,August,32,5,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Contract,90.0,0,2,Check-Out,2015-08-08,0.2209284392350401,3,0
40731,40734,City Hotel,0,34,2015,August,32,5,0,2,3,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,1,No Deposit,1.0,0.0,0,Transient-Party,84.0,0,0,Check-Out,2015-08-07,0.47719612611459533,2,0
40732,40735,City Hotel,0,34,2015,August,32,5,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-07,0.47719612611459533,2,0
40745,40748,City Hotel,0,0,2015,August,32,6,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Contract,90.0,0,2,Check-Out,2015-08-07,0.2209284392350401,1,0
40761,40764,City Hotel,0,36,2015,August,32,7,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-09,0.47719612611459533,2,0
40762,40765,City Hotel,0,36,2015,August,32,7,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-09,0.47719612611459533,2,0
40767,40770,City Hotel,0,36,2015,August,32,7,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-09,0.47719612611459533,2,0
40768,40771,City Hotel,0,36,2015,August,32,7,0,2,3,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,1,No Deposit,1.0,0.0,0,Transient-Party,84.0,0,1,Check-Out,2015-08-09,0.22017879180086086,2,0
40770,40773,City Hotel,0,36,2015,August,32,7,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-09,0.47719612611459533,2,0
40775,40778,City Hotel,0,36,2015,August,32,7,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-09,0.47719612611459533,2,0
40777,40780,City Hotel,0,36,2015,August,32,7,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-09,0.47719612611459533,2,0
40778,40781,City Hotel,0,36,2015,August,32,7,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-09,0.47719612611459533,2,0
40782,40785,City Hotel,0,36,2015,August,32,7,0,2,3,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,1,No Deposit,1.0,0.0,0,Transient-Party,84.0,0,1,Check-Out,2015-08-09,0.22017879180086086,2,0
40783,40786,City Hotel,0,36,2015,August,32,7,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-09,0.47719612611459533,2,0
40787,40790,City Hotel,0,36,2015,August,32,7,0,2,3,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,1,No Deposit,1.0,0.0,0,Transient-Party,84.0,0,1,Check-Out,2015-08-09,0.22017879180086086,2,0
40789,40792,City Hotel,0,36,2015,August,32,7,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-09,0.47719612611459533,2,0
40791,40794,City Hotel,0,36,2015,August,32,7,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-09,0.47719612611459533,2,0
40792,40795,City Hotel,0,36,2015,August,32,7,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-09,0.47719612611459533,2,0
40793,40796,City Hotel,0,36,2015,August,32,7,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-09,0.47719612611459533,2,0
40795,40798,City Hotel,0,36,2015,August,32,7,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-09,0.47719612611459533,2,0
40796,40799,City Hotel,0,36,2015,August,32,7,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,1,Check-Out,2015-08-09,0.22017879180086086,2,0
40797,40800,City Hotel,0,36,2015,August,32,7,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-09,0.47719612611459533,2,0
40800,40803,City Hotel,0,36,2015,August,32,7,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-09,0.47719612611459533,2,0
40801,40804,City Hotel,0,36,2015,August,32,7,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-09,0.47719612611459533,2,0
40804,40807,City Hotel,0,1,2015,August,32,7,2,2,2,0.0,1,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Contract,90.0,0,2,Check-Out,2015-08-11,0.2209284392350401,4,0
40808,40811,City Hotel,0,2,2015,August,32,7,2,3,1,0.0,0,BB,ESP,Direct,Direct,0,0,0,0,No Deposit,14.0,0.0,0,Transient,75.0,0,1,Check-Out,2015-08-12,0.22017879180086086,5,0
40872,40875,City Hotel,0,16,2015,August,32,8,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-12,0.47719612611459533,4,0
40873,40876,City Hotel,0,16,2015,August,32,8,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-12,0.47719612611459533,4,0
40876,40879,City Hotel,0,16,2015,August,32,8,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-12,0.47719612611459533,4,0
40878,40881,City Hotel,0,16,2015,August,32,8,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-12,0.47719612611459533,4,0
40879,40882,City Hotel,0,16,2015,August,32,8,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-12,0.47719612611459533,4,0
40880,40883,City Hotel,0,16,2015,August,32,8,2,2,3,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,1,No Deposit,1.0,0.0,0,Transient-Party,84.0,0,1,Check-Out,2015-08-12,0.22017879180086086,4,0
40882,40885,City Hotel,0,16,2015,August,32,8,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-12,0.47719612611459533,4,0
40883,40886,City Hotel,0,16,2015,August,32,8,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-12,0.47719612611459533,4,0
40886,40889,City Hotel,0,16,2015,August,32,8,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-12,0.47719612611459533,4,0
40887,40890,City Hotel,0,16,2015,August,32,8,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-12,0.47719612611459533,4,0
40888,40891,City Hotel,0,16,2015,August,32,8,2,2,3,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,1,No Deposit,1.0,0.0,0,Transient-Party,84.0,0,1,Check-Out,2015-08-12,0.22017879180086086,4,0
40889,40892,City Hotel,0,1,2015,August,32,8,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Contract,90.0,0,2,Check-Out,2015-08-12,0.2209284392350401,4,0
40890,40893,City Hotel,0,16,2015,August,32,8,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-12,0.47719612611459533,4,0
40891,40894,City Hotel,0,16,2015,August,32,8,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-12,0.47719612611459533,4,0
40892,40895,City Hotel,0,16,2015,August,32,8,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-12,0.47719612611459533,4,0
40894,40897,City Hotel,0,16,2015,August,32,8,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-12,0.47719612611459533,4,0
40895,40898,City Hotel,0,16,2015,August,32,8,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-12,0.47719612611459533,4,0
40896,40899,City Hotel,0,16,2015,August,32,8,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-12,0.47719612611459533,4,0
40897,40900,City Hotel,0,16,2015,August,32,8,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-12,0.47719612611459533,4,0
40898,40901,City Hotel,0,16,2015,August,32,8,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-12,0.47719612611459533,4,0
40900,40903,City Hotel,0,16,2015,August,32,8,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-12,0.47719612611459533,4,0
40901,40904,City Hotel,0,16,2015,August,32,8,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-12,0.47719612611459533,4,0
40902,40905,City Hotel,0,16,2015,August,32,8,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-12,0.47719612611459533,4,0
40903,40906,City Hotel,0,16,2015,August,32,8,2,2,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,1,No Deposit,1.0,0.0,0,Transient-Party,60.0,0,0,Check-Out,2015-08-12,0.47719612611459533,4,0
40920,40923,City Hotel,0,2,2015,August,33,9,2,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Contract,99.0,1,2,Check-Out,2015-08-11,0.2209284392350401,2,0
40921,40924,City Hotel,0,2,2015,August,33,9,2,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Contract,99.0,1,2,Check-Out,2015-08-11,0.2209284392350401,2,0
40925,40928,City Hotel,0,1,2015,August,33,9,2,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,98.0,0,0,Check-Out,2015-08-11,0.47719612611459533,2,0
40926,40929,City Hotel,0,0,2015,August,33,9,2,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Contract,98.0,0,2,Check-Out,2015-08-11,0.2209284392350401,2,0
40940,40943,City Hotel,0,39,2015,August,33,10,1,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,1,Check-Out,2015-08-12,0.22017879180086086,2,0
40946,40949,City Hotel,0,39,2015,August,33,10,1,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-12,0.47719612611459533,2,0
40952,40955,City Hotel,0,39,2015,August,33,10,1,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-12,0.47719612611459533,2,0
40954,40957,City Hotel,0,39,2015,August,33,10,1,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-12,0.47719612611459533,2,0
40955,40958,City Hotel,0,39,2015,August,33,10,1,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,1,Check-Out,2015-08-12,0.22017879180086086,2,0
40961,40964,City Hotel,0,39,2015,August,33,10,1,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,1,Check-Out,2015-08-12,0.22017879180086086,2,0
40972,40975,City Hotel,0,39,2015,August,33,10,1,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-12,0.47719612611459533,2,0
40973,40976,City Hotel,0,39,2015,August,33,10,1,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,1,Check-Out,2015-08-12,0.22017879180086086,2,0
40974,40977,City Hotel,0,39,2015,August,33,10,1,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-12,0.47719612611459533,2,0
40976,40979,City Hotel,0,39,2015,August,33,10,1,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,1,Check-Out,2015-08-12,0.22017879180086086,2,0
40982,40985,City Hotel,0,3,2015,August,33,10,1,1,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Contract,162.0,1,0,Check-Out,2015-08-12,0.47719612611459533,2,0
40984,40987,City Hotel,0,39,2015,August,33,10,1,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,1,Check-Out,2015-08-12,0.22017879180086086,2,0
40988,40991,City Hotel,0,105,2015,August,33,10,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,76.5,0,1,Check-Out,2015-08-13,0.22017879180086086,3,0
40989,40992,City Hotel,0,3,2015,August,33,10,1,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0.0,0.0,0,Transient,63.5,0,1,Check-Out,2015-08-13,0.22017879180086086,3,0
40991,40994,City Hotel,0,1,2015,August,33,10,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Contract,105.0,0,0,Check-Out,2015-08-14,0.47719612611459533,4,0
40997,41000,City Hotel,0,0,2015,August,33,10,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,124.0,0,0,Check-Out,2015-08-14,0.47719612611459533,4,0
41006,41009,City Hotel,0,6,2015,August,33,10,1,5,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Contract,80.0,0,1,Check-Out,2015-08-16,0.22017879180086086,6,0
41009,41012,City Hotel,0,6,2015,August,33,10,1,5,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Contract,80.0,0,1,Check-Out,2015-08-16,0.22017879180086086,6,0
41036,41039,City Hotel,0,3,2015,August,33,11,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,1,No Deposit,9.0,0.0,0,Transient,89.0,0,0,Check-Out,2015-08-13,0.47719612611459533,2,0
41046,41049,City Hotel,0,1,2015,August,33,11,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Contract,105.0,0,3,Check-Out,2015-08-14,0.17861433720464556,3,0
41047,41050,City Hotel,0,1,2015,August,33,11,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Contract,105.0,0,3,Check-Out,2015-08-14,0.17861433720464556,3,0
41051,41054,City Hotel,0,1,2015,August,33,11,0,4,2,2.0,0,SC,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Contract,153.0,0,1,Check-Out,2015-08-15,0.22017879180086086,4,0
41087,41090,City Hotel,0,41,2015,August,33,12,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-14,0.47719612611459533,2,0
41122,41125,City Hotel,0,0,2015,August,33,12,0,3,2,1.0,0,BB,ESP,Direct,Direct,0,0,0,1,No Deposit,0.0,0.0,0,Transient,75.0,0,0,Check-Out,2015-08-15,0.47719612611459533,3,0
41150,41153,City Hotel,0,8,2015,August,33,13,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Contract,99.0,1,2,Check-Out,2015-08-16,0.2209284392350401,3,0
41356,41360,City Hotel,0,40,2015,August,33,15,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-19,0.47719612611459533,4,0
41357,41361,City Hotel,0,40,2015,August,33,15,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-19,0.47719612611459533,4,0
41358,41362,City Hotel,0,40,2015,August,33,15,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-19,0.47719612611459533,4,0
41359,41363,City Hotel,0,40,2015,August,33,15,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-19,0.47719612611459533,4,0
41361,41365,City Hotel,0,40,2015,August,33,15,2,2,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,60.0,0,0,Check-Out,2015-08-19,0.47719612611459533,4,0
41362,41366,City Hotel,0,40,2015,August,33,15,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-19,0.47719612611459533,4,0
41363,41367,City Hotel,0,40,2015,August,33,15,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-19,0.47719612611459533,4,0
41367,41371,City Hotel,0,40,2015,August,33,15,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-19,0.47719612611459533,4,0
41368,41372,City Hotel,0,40,2015,August,33,15,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-19,0.47719612611459533,4,0
41369,41373,City Hotel,0,2,2015,August,33,15,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-19,0.47719612611459533,4,0
41370,41374,City Hotel,0,40,2015,August,33,15,2,2,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,1,No Deposit,1.0,0.0,0,Transient-Party,60.0,0,0,Check-Out,2015-08-19,0.47719612611459533,4,0
